MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,PROJECT,DEPTH,TEMP,OXYGEN,OXYMETH,Meter,Calib
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,1,19.2,9.8,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,2,18.6,9.7,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,3,18.1,9.5,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,4,17.9,9,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,5,17.9,8.8,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,6,17.8,8.5,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,7,17.8,8.4,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,8,17.8,8.4,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,9,17.8,8.5,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,10,17.7,8.1,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,11,17.4,5.4,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,12,16.1,0.2,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,13,14.5,0.2,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,14,13.5,0.2,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,15,12,0.2,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,16,11,0.2,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,17,10.2,0.3,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,18,9.8,0.3,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,0,18,9.8,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,1,17.9,9.8,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,2,17.3,9.9,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,3,17.2,9.9,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,4,16.8,9.7,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,5,15.1,10.1,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,6,14.1,10,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,7,13.5,9.6,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,8,13.2,8.9,M,,
3814,COCHNEWAGON P,1,5/20/2021,CW,3,8.5,13.2,8.9,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,0,18.8,9.3,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,1,18.6,9.3,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,2,18,9.4,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,3,17.8,9.5,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,4,17.6,9.4,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,5,17.4,9.3,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,6,17.1,9.1,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,7,15,7.8,M,,
3814,COCHNEWAGON P,1,6/2/2021,CW,3,8,13.7,6.4,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,0,21.7,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,1,21.7,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,2,21.5,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,3,21.3,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,4,21.1,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,5,20.9,8.9,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,6,18.2,8.2,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,7,16,5.2,M,,
3814,COCHNEWAGON P,1,6/16/2021,CW,3,8,15.2,3.3,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,0,26.8,9,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,1,26.7,9,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,2,25.8,9.3,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,3,24,9.5,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,4,23.4,9.4,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,5,22.9,9.3,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,6,21.4,9.7,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,7,17.4,4.2,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,7.6,15.9,0.8,M,,
3814,COCHNEWAGON P,1,6/30/2021,CW,3,8,15.5,0.5,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,0,23.2,8.6,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,1,23.2,8.6,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,2,23.2,8.6,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,3,23.1,8.6,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,4,22.7,8.3,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,5,22.1,8.3,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,6,20.7,4.7,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,7,19.5,2.5,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,8,17.3,0.3,M,,
3814,COCHNEWAGON P,1,7/22/2021,CW,3,8.5,17.1,0.3,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,0,24.4,8.4,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,1,23.3,8.6,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,2,22.9,8.6,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,3,22.7,8.6,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,4,22.6,8.5,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,5,22.2,7.6,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,6,21.9,6.4,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,6.5,21.6,4.7,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,7,20.5,1.3,M,,
3814,COCHNEWAGON P,1,8/4/2021,CW,3,8,17.8,0.2,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,0,24.6,8.3,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,1,24.6,8.3,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,2,24.3,8.4,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,3,23.6,8.5,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,4,23,8.6,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,5,22.5,7.4,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,6,22,5.4,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,7,20.7,1.3,M,,
3814,COCHNEWAGON P,1,8/10/2021,CW,3,8,18,0.2,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,0,26.3,8.2,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,1,26.1,8.6,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,2,25.4,8.8,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,3,25,8.8,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,4,24.6,8.7,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,5,23.3,8.7,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,6,21.9,3.6,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,6.6,99.9,1,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,7,19.9,0.3,M,,
3814,COCHNEWAGON P,1,8/18/2021,CW,3,8,18.8,0.3,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,0,24.2,8.5,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,1,24.2,8.5,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,2,24.2,8.5,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,3,24.2,8.5,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,4,24,8.4,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,5,23.9,8.4,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,5.5,23.5,7,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,6,22.1,1.8,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,7,20.6,0.3,M,,
3814,COCHNEWAGON P,1,9/1/2021,CW,3,8,18.6,0.3,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,0,21.3,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,1,21.3,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,2,21.2,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,3,21.2,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,4,21.2,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,5,21.2,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,6,21.1,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,7,21.1,8,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,8,20.6,3.7,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,8.2,20.4,2.9,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,8.4,20.3,2,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,8.5,20.2,1.6,M,,
3814,COCHNEWAGON P,1,9/15/2021,CW,3,8.6,19.7,0.3,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,0,18.6,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,1,18.4,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,2,18.2,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,3,18.2,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,4,18.2,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,5,18.1,8.4,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,6,18.1,8.3,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,7,18.1,8.3,M,,
3814,COCHNEWAGON P,1,10/4/2021,CW,3,8,18,8.2,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,0,16.1,8.7,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,1,16.1,8.7,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,2,16.1,8.6,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,3,16,8.6,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,4,16,8.6,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,5,16,8.5,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,6,16,8.4,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,7,16,7.2,M,,
3814,COCHNEWAGON P,1,10/21/2021,CW,3,8,15.9,7.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,0,24.7,9.5,M,,
5265,DESERT P,1,8/31/2021,CW,3,1,23.5,9.6,M,,
5265,DESERT P,1,8/31/2021,CW,3,2,23.1,9.6,M,,
5265,DESERT P,1,8/31/2021,CW,3,3,22.2,10.3,M,,
5265,DESERT P,1,8/31/2021,CW,3,4,15.8,3.9,M,,
5265,DESERT P,1,8/31/2021,CW,3,5,11,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,6,8.4,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,7,6.8,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,8,6.3,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,9,6.1,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,10,5.9,0.4,M,,
5265,DESERT P,1,8/31/2021,CW,3,999.9,99.9,99.9,M,,
3830,DEXTER P,1,5/25/2021,CW,3,0,20.9,8.6,M,,
3830,DEXTER P,1,5/25/2021,CW,3,1,20.7,8.6,M,,
3830,DEXTER P,1,5/25/2021,CW,3,2,19.8,8.5,M,,
3830,DEXTER P,1,5/25/2021,CW,3,3,19.5,8.5,M,,
3830,DEXTER P,1,5/25/2021,CW,3,4,13.9,8.4,M,,
3830,DEXTER P,1,5/25/2021,CW,3,5,11.3,5.8,M,,
3830,DEXTER P,1,5/25/2021,CW,3,6,10.5,3.4,M,,
3830,DEXTER P,1,5/25/2021,CW,3,7,10.3,2.4,M,,
3830,DEXTER P,1,6/10/2021,CW,3,0,25.2,8.3,M,,
3830,DEXTER P,1,6/10/2021,CW,3,1,25.2,8.3,M,,
3830,DEXTER P,1,6/10/2021,CW,3,2,25.1,8.3,M,,
3830,DEXTER P,1,6/10/2021,CW,3,3,18.8,8.2,M,,
3830,DEXTER P,1,6/10/2021,CW,3,4,15.8,7.1,M,,
3830,DEXTER P,1,6/10/2021,CW,3,5,12.6,4,M,,
3830,DEXTER P,1,6/10/2021,CW,3,6,11.4,2.1,M,,
3830,DEXTER P,1,6/10/2021,CW,3,7,10.9,1.1,M,,
3830,DEXTER P,1,6/21/2021,CW,3,0,24.8,8.3,M,,
3830,DEXTER P,1,6/21/2021,CW,3,1,24.8,8.3,M,,
3830,DEXTER P,1,6/21/2021,CW,3,2,23.1,8.3,M,,
3830,DEXTER P,1,6/21/2021,CW,3,3,21.7,8.2,M,,
3830,DEXTER P,1,6/21/2021,CW,3,4,17.5,6.4,M,,
3830,DEXTER P,1,6/21/2021,CW,3,5,12.9,1.3,M,,
3830,DEXTER P,1,6/21/2021,CW,3,6,11.7,0.5,M,,
3830,DEXTER P,1,6/21/2021,CW,3,7,11.2,0.2,M,,
3830,DEXTER P,1,7/7/2021,CW,3,0,23.5,8.5,M,,
3830,DEXTER P,1,7/7/2021,CW,3,1,23.3,8.4,M,,
3830,DEXTER P,1,7/7/2021,CW,3,2,22.7,8.5,M,,
3830,DEXTER P,1,7/7/2021,CW,3,3,21,8.2,M,,
3830,DEXTER P,1,7/7/2021,CW,3,4,19.3,6.9,M,,
3830,DEXTER P,1,7/7/2021,CW,3,5,14.4,0.4,M,,
3830,DEXTER P,1,7/7/2021,CW,3,6,12.4,0.3,M,,
3830,DEXTER P,1,7/7/2021,CW,3,7,12,0.2,M,,
3830,DEXTER P,1,7/22/2021,CW,3,0,24.2,8.1,M,,
3830,DEXTER P,1,7/22/2021,CW,3,1,24.1,8.1,M,,
3830,DEXTER P,1,7/22/2021,CW,3,2,23.9,8.1,M,,
3830,DEXTER P,1,7/22/2021,CW,3,3,23.3,8.1,M,,
3830,DEXTER P,1,7/22/2021,CW,3,4,20.1,6.2,M,,
3830,DEXTER P,1,7/22/2021,CW,3,4.5,18.5,3.1,M,,
3830,DEXTER P,1,7/22/2021,CW,3,5,17,0.6,M,,
3830,DEXTER P,1,7/22/2021,CW,3,6,13.5,0.4,M,,
3830,DEXTER P,1,7/22/2021,CW,3,7,12.3,0.2,M,,
3830,DEXTER P,1,8/4/2021,CW,3,0,25.1,8.2,M,,
3830,DEXTER P,1,8/4/2021,CW,3,1,23.6,8.2,M,,
3830,DEXTER P,1,8/4/2021,CW,3,2,23.2,8.2,M,,
3830,DEXTER P,1,8/4/2021,CW,3,3,23,8.1,M,,
3830,DEXTER P,1,8/4/2021,CW,3,4,21.6,6.1,M,,
3830,DEXTER P,1,8/4/2021,CW,3,5,17.4,1,M,,
3830,DEXTER P,1,8/4/2021,CW,3,6,13.9,0.3,M,,
3830,DEXTER P,1,8/4/2021,CW,3,7,12.9,0.3,M,,
3830,DEXTER P,1,8/18/2021,CW,3,0,27.3,8,M,,
3830,DEXTER P,1,8/18/2021,CW,3,1,25.9,8.1,M,,
3830,DEXTER P,1,8/18/2021,CW,3,2,25.5,8.1,M,,
3830,DEXTER P,1,8/18/2021,CW,3,3,24.9,8,M,,
3830,DEXTER P,1,8/18/2021,CW,3,4,22.2,5.5,M,,
3830,DEXTER P,1,8/18/2021,CW,3,5,18.6,0.7,M,,
3830,DEXTER P,1,8/18/2021,CW,3,6,15,0.3,M,,
3830,DEXTER P,1,8/18/2021,CW,3,7,13.6,0.3,M,,
3830,DEXTER P,1,9/1/2021,CW,3,0,24.4,8.1,M,,
3830,DEXTER P,1,9/1/2021,CW,3,1,24.4,8.2,M,,
3830,DEXTER P,1,9/1/2021,CW,3,2,24.3,8.1,M,,
3830,DEXTER P,1,9/1/2021,CW,3,3,23.9,7.9,M,,
3830,DEXTER P,1,9/1/2021,CW,3,4,23.2,6,M,,
3830,DEXTER P,1,9/1/2021,CW,3,5,19.3,0.4,M,,
3830,DEXTER P,1,9/1/2021,CW,3,6,15.8,0.3,M,,
3830,DEXTER P,1,9/1/2021,CW,3,7,14.2,0.3,M,,
3830,DEXTER P,1,9/17/2021,CW,3,0,22.5,8.1,M,,
3830,DEXTER P,1,9/17/2021,CW,3,1,21.8,8.1,M,,
3830,DEXTER P,1,9/17/2021,CW,3,2,21.4,8.2,M,,
3830,DEXTER P,1,9/17/2021,CW,3,3,21.2,8,M,,
3830,DEXTER P,1,9/17/2021,CW,3,4,21,7.5,M,,
3830,DEXTER P,1,9/17/2021,CW,3,5,20.6,5,M,,
3830,DEXTER P,1,9/17/2021,CW,3,5.5,19.8,2.7,M,,
3830,DEXTER P,1,9/17/2021,CW,3,6,17.4,0.3,M,,
3830,DEXTER P,1,9/17/2021,CW,3,7,14.4,0.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,0,17,8.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,1,17,8.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,2,17,8.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,3,17,8.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,4,17,8.2,M,,
3830,DEXTER P,1,10/18/2021,CW,3,5,16.8,7.8,M,,
3830,DEXTER P,1,10/18/2021,CW,3,6,16.8,7.7,M,,
3830,DEXTER P,1,10/18/2021,CW,3,7,16.5,2.4,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,0,28,8.4,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,1,27.3,8.9,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,2,25.8,7.7,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,3,25.1,5.1,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,4,23.6,2,M,,
5252,HORSESHOE P,1,8/26/2021,CW,3,5,20.4,1.8,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,0,15.9,8.5,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,1,15.6,8.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,2,15.4,8.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,3,15.4,8.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,4,15.4,8.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,5,15.4,8.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,6,15.3,8.1,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,7,15.2,7.4,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,8,14.3,0.3,M,,
5304,HUTCHINSON P,1,10/22/2021,CW,3,8.5,13.4,0.2,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,0,24.5,8.3,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,1,24.3,8.3,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,2,23.7,8.2,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,3,22.7,8.1,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,4,18.1,9.1,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,5,12.5,8.3,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,6,9,7.9,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,7,7.1,7.8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,8,6.1,7.8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,9,5.6,8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,10,5.1,7.9,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,11,5,8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,12,4.8,8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,13,4.7,7.8,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,14,4.6,7.7,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,15,4.6,7.5,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,16,4.6,7.7,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,17,4.5,7.5,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,18,4.5,7.1,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,19,4.5,6.3,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,20,4.4,5.3,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,21,4.5,4.2,M,,
5302,JAMIES (JIMMIE) P,1,7/29/2021,CW,3,22,4.4,1,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,0,23.6,8.4,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,1,22.9,8.5,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,2,22.6,8.4,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,3,22.3,8.4,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,4,22.1,8.5,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,5,16.3,9.1,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,6,10.4,7.7,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,7,7.7,6.8,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,8,6.2,6.8,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,9,5.9,6.9,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,10,5.2,6.6,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,11,4.7,6.5,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,12,4.2,5.9,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,13,4.2,5.4,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,14,4.2,5,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,15,4.2,4.8,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,16,4.2,4.7,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,17,4.2,4.1,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,18,4.2,2.7,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,19,4.1,0.9,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,20,4.1,0.4,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,21,4.1,0.3,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,22,4.1,0.3,M,,
5302,JAMIES (JIMMIE) P,1,9/8/2021,CW,3,23,4.2,0.4,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,0,18.4,8.6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,1,17.8,8.5,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,2,17.7,8.6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,3,17.6,8.6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,4,17.6,8.6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,5,17.5,8.6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,6,11.5,6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,7,8.9,5.7,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,8,7.1,5.9,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,9,6.3,6,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,10,5.7,6.2,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,11,5.1,6.5,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,12,4.9,6.4,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,13,4.8,6.3,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,14,4.7,6.4,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,15,4.7,5.7,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,16,4.6,5.5,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,17,4.6,5.2,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,18,4.6,4.7,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,19,4.5,3.3,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,20,4.5,1.3,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,21,4.5,0.7,M,,
5302,JAMIES (JIMMIE) P,1,10/5/2021,CW,3,22,4.5,0.7,M,,
5244,JIMMY P,1,6/18/2021,CW,3,0,23.1,8.9,M,,
5244,JIMMY P,1,6/18/2021,CW,3,1,22.3,9.1,M,,
5244,JIMMY P,1,6/18/2021,CW,3,2,21.3,8.8,M,,
5244,JIMMY P,1,6/18/2021,CW,3,3,17.9,12,M,,
5244,JIMMY P,1,6/18/2021,CW,3,4,13.6,9.6,M,,
5244,JIMMY P,1,6/18/2021,CW,3,5,10.7,4.8,M,,
5244,JIMMY P,1,6/18/2021,CW,3,6,8.7,2.1,M,,
5244,JIMMY P,1,6/18/2021,CW,3,7,8,0.8,M,,
5244,JIMMY P,1,6/18/2021,CW,3,8,7.5,0.2,M,,
5244,JIMMY P,1,6/18/2021,CW,3,9,7.2,0.2,M,,
5244,JIMMY P,1,7/28/2021,CW,3,0,25.3,8.6,M,,
5244,JIMMY P,1,7/28/2021,CW,3,1,25.1,8.6,M,,
5244,JIMMY P,1,7/28/2021,CW,3,2,21,10.8,M,,
5244,JIMMY P,1,7/28/2021,CW,3,3,19.1,6.8,M,,
5244,JIMMY P,1,7/28/2021,CW,3,4,16.8,2.9,M,,
5244,JIMMY P,1,7/28/2021,CW,3,5,13.7,0.6,M,,
5244,JIMMY P,1,7/28/2021,CW,3,6,10.9,0.2,M,,
5244,JIMMY P,1,7/28/2021,CW,3,7,8.6,0.3,M,,
5244,JIMMY P,1,7/28/2021,CW,3,8,7.9,0.2,M,,
5244,JIMMY P,1,7/28/2021,CW,3,9,7.6,0.3,M,,
5244,JIMMY P,1,8/24/2021,CW,3,0,28.9,7.9,M,,
5244,JIMMY P,1,8/24/2021,CW,3,1,25.4,8.4,M,,
