MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,TP_PPM,DEPTH,R,TYPE
103,NARROWS P (LOWER),1,2018-08-17,CW,0.007,8,1,C
103,NARROWS P (LOWER),1,2018-09-14,CW,0.004,8,1,C
103,NARROWS P (LOWER),1,2018-09-14,CW,0.035,29,1,G
103,NARROWS P (LOWER),1,2018-10-17,CW,0.006,8,1,C
103,NARROWS P (LOWER),1,2018-10-17,CW,0.027,29.4,1,G
3814,COCHNEWAGON P,1,2000-05-02,CW,0.013,9,2,C
3814,COCHNEWAGON P,1,2000-05-02,CW,0.014,9,1,C
3814,COCHNEWAGON P,1,2000-06-06,CW,0.013,7,1,C
3814,COCHNEWAGON P,1,2000-07-07,CW,0.013,7,1,C
3814,COCHNEWAGON P,1,2000-08-01,CW,0.013,7,1,C
3814,COCHNEWAGON P,1,2000-08-01,CW,0.068,9,1,G
3814,COCHNEWAGON P,1,2000-08-14,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2000-08-14,CW,0.04,8.5,1,G
3814,COCHNEWAGON P,1,2000-08-28,CW,0.018,7,1,C
3814,COCHNEWAGON P,1,2000-08-28,CW,0.024,8.5,1,G
3814,COCHNEWAGON P,1,2000-09-11,CW,0.018,8,1,C
3814,COCHNEWAGON P,1,2000-09-11,CW,0.021,8,1,G
3814,COCHNEWAGON P,1,2000-10-03,CW,0.019,8.5,1,G
3814,COCHNEWAGON P,1,2000-10-19,CW,0.016,8,1,C
3814,COCHNEWAGON P,1,2001-05-22,CW,0.014,8,1,C
3814,COCHNEWAGON P,1,2001-06-21,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2001-06-21,CW,0.016,8.5,1,G
3814,COCHNEWAGON P,1,2001-07-19,CW,0.011,7,1,C
3814,COCHNEWAGON P,1,2001-08-22,CW,0.014,7,1,C
3814,COCHNEWAGON P,1,2001-08-22,CW,0.018,8,1,G
3814,COCHNEWAGON P,1,2001-09-12,CW,0.025,7,1,C
3814,COCHNEWAGON P,1,2001-09-12,CW,0.038,8,1,G
3814,COCHNEWAGON P,1,2001-10-10,CW,0.018,8,1,C
3814,COCHNEWAGON P,1,2002-05-10,CW,0.012,8,1,C
3814,COCHNEWAGON P,1,2002-06-17,CW,0.014,8,1,C
3814,COCHNEWAGON P,1,2002-07-31,CW,0.013,7,1,C
3814,COCHNEWAGON P,1,2002-08-27,CW,0.013,6,1,C
3814,COCHNEWAGON P,1,2002-08-27,CW,0.038,8,1,G
3814,COCHNEWAGON P,1,2002-09-27,CW,0.017,8,1,C
3814,COCHNEWAGON P,1,2002-10-25,CW,0.016,8,1,C
3814,COCHNEWAGON P,1,2003-05-09,CW,0.015,7,1,C
3814,COCHNEWAGON P,1,2003-06-04,CW,0.013,8,1,C
3814,COCHNEWAGON P,1,2003-07-02,CW,0.009,7,1,C
3814,COCHNEWAGON P,1,2003-08-04,CW,0.011,7,1,C
3814,COCHNEWAGON P,1,2003-09-09,CW,0.018,7,2,C
3814,COCHNEWAGON P,1,2003-09-09,CW,0.019,7,1,C
3814,COCHNEWAGON P,1,2003-10-10,CW,0.016,7,1,C
3814,COCHNEWAGON P,1,2004-05-12,cw,0.012,7,1,C
3814,COCHNEWAGON P,1,2004-06-09,CW,0.018,7,1,C
3814,COCHNEWAGON P,1,2004-07-01,CW,0.012,6,1,C
3814,COCHNEWAGON P,1,2004-08-04,CW,0.016,6,1,C
3814,COCHNEWAGON P,1,2004-08-04,CW,0.045,8,1,G
3814,COCHNEWAGON P,1,2004-09-03,CW,0.022,7,1,C
3814,COCHNEWAGON P,1,2004-09-03,CW,0.084,8,1,G
3814,COCHNEWAGON P,1,2004-10-05,CW,0.021,7,1,C
3814,COCHNEWAGON P,1,2005-05-13,CW,0.016,8,1,C
3814,COCHNEWAGON P,1,2005-06-13,CW,0.012,7,1,C
3814,COCHNEWAGON P,1,2005-08-10,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2005-08-10,CW,0.11,8.5,1,G
3814,COCHNEWAGON P,1,2005-09-08,CW,0.017,6,1,C
3814,COCHNEWAGON P,1,2005-09-08,CW,0.2,8,2,G
3814,COCHNEWAGON P,1,2005-09-08,CW,0.21,8,1,G
3814,COCHNEWAGON P,1,2006-06-14,CW,0.019,8,2,C
3814,COCHNEWAGON P,1,2006-06-14,CW,0.021,8,1,C
3814,COCHNEWAGON P,1,2006-07-10,CW,0.014,7,1,C
3814,COCHNEWAGON P,1,2006-08-09,CW,0.016,6,1,C
3814,COCHNEWAGON P,1,2006-08-09,CW,0.17,8,1,G
3814,COCHNEWAGON P,1,2006-08-23,CW,0.019,6,1,C
3814,COCHNEWAGON P,1,2006-08-23,CW,0.44,8,1,G
3814,COCHNEWAGON P,1,2006-09-07,CW,0.019,7,1,C
3814,COCHNEWAGON P,1,2006-09-07,CW,0.019,7,2,C
3814,COCHNEWAGON P,1,2006-10-11,CW,0.018,7,1,C
3814,COCHNEWAGON P,1,2006-10-11,CW,0.019,8,1,G
3814,COCHNEWAGON P,1,2007-05-10,CW,0.015,7,1,C
3814,COCHNEWAGON P,1,2007-05-10,CW,0.017,7,2,C
3814,COCHNEWAGON P,1,2007-06-06,CW,0.011,4,2,C
3814,COCHNEWAGON P,1,2007-06-06,CW,0.012,4,1,C
3814,COCHNEWAGON P,1,2007-07-03,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2007-07-03,CW,0.015,6,2,C
3814,COCHNEWAGON P,1,2007-08-02,CW,0.01,5,1,C
3814,COCHNEWAGON P,1,2007-08-02,CW,0.01,5,2,C
3814,COCHNEWAGON P,1,2007-08-02,CW,0.038,7,1,G
3814,COCHNEWAGON P,1,2007-09-07,CW,0.02,7,1,C
3814,COCHNEWAGON P,1,2007-09-07,CW,0.022,7,2,C
3814,COCHNEWAGON P,1,2007-09-07,CW,0.22,8,1,G
3814,COCHNEWAGON P,1,2007-09-20,CW,0.023,6,2,C
3814,COCHNEWAGON P,1,2007-09-20,CW,0.024,6,1,C
3814,COCHNEWAGON P,1,2007-09-20,CW,0.032,7.5,1,G
3814,COCHNEWAGON P,1,2007-10-17,CW,0.018,8,1,G
3814,COCHNEWAGON P,1,2007-10-17,CW,0.022,7,2,C
3814,COCHNEWAGON P,1,2007-10-17,CW,0.023,7,1,C
3814,COCHNEWAGON P,1,2008-05-07,CW,0.012,7,1,C
3814,COCHNEWAGON P,1,2008-05-07,CW,0.013,7,2,C
3814,COCHNEWAGON P,1,2008-05-21,CW,0.01,6,1,C
3814,COCHNEWAGON P,1,2008-06-02,CW,0.011,7,1,C
3814,COCHNEWAGON P,1,2008-06-18,CW,0.014,5,1,C
3814,COCHNEWAGON P,1,2008-07-02,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2008-07-02,CW,0.063,8,1,G
3814,COCHNEWAGON P,1,2008-07-16,CW,0.015,3,1,G
3814,COCHNEWAGON P,1,2008-07-16,CW,0.016,1,1,G
3814,COCHNEWAGON P,1,2008-07-16,CW,0.018,5,1,G
3814,COCHNEWAGON P,1,2008-07-16,CW,0.032,7,1,G
3814,COCHNEWAGON P,1,2008-07-16,CW,0.22,8.5,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.015,1,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.017,3,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.018,5,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.057,7,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.35,8.5,1,G
3814,COCHNEWAGON P,1,2008-07-30,CW,0.35,8.5,2,G
3814,COCHNEWAGON P,1,2008-08-14,CW,0.017,5,1,G
3814,COCHNEWAGON P,1,2008-08-14,CW,0.019,3,1,G
3814,COCHNEWAGON P,1,2008-08-14,CW,0.02,1,1,G
3814,COCHNEWAGON P,1,2008-08-14,CW,0.029,7,1,G
3814,COCHNEWAGON P,1,2008-08-14,CW,0.55,8.5,1,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.013,5,1,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.014,3,1,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.016,1,1,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.03,7,1,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.033,7,2,G
3814,COCHNEWAGON P,1,2008-08-27,CW,0.26,8.5,1,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.016,5,1,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.017,1,2,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.019,1,1,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.024,3,1,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.032,7,1,G
3814,COCHNEWAGON P,1,2008-09-10,CW,0.13,8,1,G
3814,COCHNEWAGON P,1,2008-09-19,CW,0.023,7,1,G
3814,COCHNEWAGON P,1,2008-09-19,CW,0.025,5,1,G
3814,COCHNEWAGON P,1,2008-09-19,CW,0.027,8,1,G
3814,COCHNEWAGON P,1,2008-09-19,CW,0.028,8,1,C
3814,COCHNEWAGON P,1,2008-09-19,CW,0.029,1,1,G
3814,COCHNEWAGON P,1,2008-09-19,CW,0.031,3,1,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.019,7,1,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.02,8,1,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.021,3,1,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.023,1,1,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.023,1,2,G
3814,COCHNEWAGON P,1,2008-09-24,CW,0.024,5,1,G
3814,COCHNEWAGON P,1,2008-10-08,CW,0.02,7,1,C
3814,COCHNEWAGON P,1,2008-10-08,CW,0.021,7,2,C
3814,COCHNEWAGON P,1,2008-10-23,CW,0.025,7,1,C
3814,COCHNEWAGON P,1,2009-05-21,CW,0.012,8,1,C
3814,COCHNEWAGON P,1,2009-05-21,CW,0.013,8,2,C
3814,COCHNEWAGON P,1,2009-06-05,CW,0.009,7,2,C
3814,COCHNEWAGON P,1,2009-06-05,CW,0.01,7,1,C
3814,COCHNEWAGON P,1,2009-06-17,CW,0.011,7,1,C
3814,COCHNEWAGON P,1,2009-06-17,CW,0.013,8,1,G
3814,COCHNEWAGON P,1,2009-07-01,CW,0.011,5,2,C
3814,COCHNEWAGON P,1,2009-07-01,CW,0.014,5,1,C
3814,COCHNEWAGON P,1,2009-07-01,CW,0.018,8,1,G
3814,COCHNEWAGON P,1,2009-07-15,CW,0.025,7,1,C
3814,COCHNEWAGON P,1,2009-07-15,CW,0.059,8,1,G
3814,COCHNEWAGON P,1,2009-07-28,CW,0.013,5,1,G
3814,COCHNEWAGON P,1,2009-07-28,CW,0.016,1,1,G
3814,COCHNEWAGON P,1,2009-07-28,CW,0.016,3,1,G
3814,COCHNEWAGON P,1,2009-07-28,CW,0.022,7,1,G
3814,COCHNEWAGON P,1,2009-07-28,CW,0.11,8.5,1,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.013,1,1,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.013,3,1,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.016,5,1,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.04,7,1,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.11,8.5,2,G
3814,COCHNEWAGON P,1,2009-08-12,CW,0.12,8.5,1,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.014,3,1,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.017,1,1,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.017,1,2,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.026,6.5,1,G
3814,COCHNEWAGON P,1,2009-08-27,CW,0.2,8,1,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.02,3,1,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.02,3,2,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.02,5,1,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.02,6,1,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.022,1,1,G
3814,COCHNEWAGON P,1,2009-09-09,CW,0.29,8,1,G
3814,COCHNEWAGON P,1,2009-09-23,CW,0.018,7,1,G
3814,COCHNEWAGON P,1,2009-09-23,CW,0.02,8,1,G
3814,COCHNEWAGON P,1,2009-09-23,CW,0.026,5,1,G
3814,COCHNEWAGON P,1,2009-09-23,CW,0.028,3,1,G
3814,COCHNEWAGON P,1,2009-09-23,CW,0.038,1,1,G
3814,COCHNEWAGON P,1,2009-10-08,CW,0.014,7,1,G
3814,COCHNEWAGON P,1,2009-10-08,CW,0.015,5,1,G
3814,COCHNEWAGON P,1,2009-10-08,CW,0.015,8,1,G
3814,COCHNEWAGON P,1,2009-10-08,CW,0.016,3,1,G
3814,COCHNEWAGON P,1,2009-10-08,CW,0.018,1,1,G
3814,COCHNEWAGON P,1,2009-10-23,CW,0.014,8,1,C
3814,COCHNEWAGON P,1,2009-10-23,CW,0.016,8,2,C
3814,COCHNEWAGON P,1,2010-05-05,CW,0.012,8,2,C
3814,COCHNEWAGON P,1,2010-05-05,CW,0.013,8,1,C
3814,COCHNEWAGON P,1,2010-05-18,CW,0.014,8,1,C
3814,COCHNEWAGON P,1,2010-06-02,CW,0.017,6,1,C
3814,COCHNEWAGON P,1,2010-06-15,CW,0.012,6,2,C
3814,COCHNEWAGON P,1,2010-06-15,CW,0.013,6,1,C
3814,COCHNEWAGON P,1,2010-06-29,CW,0.014,6,1,C
3814,COCHNEWAGON P,1,2010-06-29,CW,0.033,8,1,G
3814,COCHNEWAGON P,1,2010-07-13,CW,0.009,1,1,G
3814,COCHNEWAGON P,1,2010-07-13,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2010-07-13,CW,0.013,5,1,G
3814,COCHNEWAGON P,1,2010-07-13,CW,0.02,7,1,G
3814,COCHNEWAGON P,1,2010-07-13,CW,0.073,8.5,1,G
3814,COCHNEWAGON P,1,2010-07-27,CW,0.009,3,1,G
3814,COCHNEWAGON P,1,2010-07-27,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2010-07-27,CW,0.012,5,1,G
3814,COCHNEWAGON P,1,2010-07-27,CW,0.015,7,1,G
3814,COCHNEWAGON P,1,2010-07-27,CW,0.074,8.5,1,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.013,3,1,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.016,5,1,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.018,6,1,C
3814,COCHNEWAGON P,1,2010-08-10,CW,0.019,7,2,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.02,1,1,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.021,7,1,G
3814,COCHNEWAGON P,1,2010-08-10,CW,0.046,8.5,1,G
3814,COCHNEWAGON P,1,2010-08-23,CW,0.013,7,1,G
3814,COCHNEWAGON P,1,2010-08-23,CW,0.014,1,1,G
3814,COCHNEWAGON P,1,2010-08-23,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2010-08-23,CW,0.017,3,1,G
3814,COCHNEWAGON P,1,2010-08-23,CW,0.053,8,1,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.015,3,1,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.019,5,1,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.02,3,2,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.021,7,1,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.026,1,1,G
3814,COCHNEWAGON P,1,2010-09-09,CW,0.19,8,1,G
3814,COCHNEWAGON P,1,2010-09-22,CW,0.02,8,1,G
3814,COCHNEWAGON P,1,2010-09-22,CW,0.021,3,1,G
3814,COCHNEWAGON P,1,2010-09-22,CW,0.021,5,1,G
3814,COCHNEWAGON P,1,2010-09-22,CW,0.021,7,1,G
3814,COCHNEWAGON P,1,2010-09-22,CW,0.024,1,1,G
3814,COCHNEWAGON P,1,2010-10-07,CW,0.02,8,1,G
3814,COCHNEWAGON P,1,2010-10-07,CW,0.023,7.5,1,C
3814,COCHNEWAGON P,1,2010-10-07,CW,0.026,7.5,2,C
3814,COCHNEWAGON P,1,2010-10-20,CW,0.021,8,1,C
3814,COCHNEWAGON P,1,2011-05-18,CW,0.012,8,1,C
3814,COCHNEWAGON P,1,2011-06-01,CW,0.014,5,1,C
3814,COCHNEWAGON P,1,2011-06-01,CW,0.015,5,2,C
3814,COCHNEWAGON P,1,2011-06-15,CW,0.011,6,1,C
3814,COCHNEWAGON P,1,2011-06-27,CW,0.013,6,1,C
3814,COCHNEWAGON P,1,2011-06-27,CW,0.021,6,2,C
3814,COCHNEWAGON P,1,2011-06-27,CW,0.03,8,1,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.012,3,1,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.013,3,2,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.013,5,1,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.015,1,1,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.03,8,1,G
3814,COCHNEWAGON P,1,2011-07-12,CW,0.032,7,1,G
3814,COCHNEWAGON P,1,2011-07-27,CW,0.012,1,1,G
3814,COCHNEWAGON P,1,2011-07-27,CW,0.013,3,1,G
3814,COCHNEWAGON P,1,2011-07-27,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2011-07-27,CW,0.02,7,1,G
3814,COCHNEWAGON P,1,2011-07-27,CW,0.056,8,1,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.014,1,1,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.014,3,1,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.014,3,2,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.025,7,1,G
3814,COCHNEWAGON P,1,2011-08-11,CW,0.15,8,1,G
3814,COCHNEWAGON P,1,2011-08-24,CW,0.017,5,1,G
3814,COCHNEWAGON P,1,2011-08-24,CW,0.018,1,1,G
3814,COCHNEWAGON P,1,2011-08-24,CW,0.019,3,1,G
3814,COCHNEWAGON P,1,2011-08-24,CW,0.035,7,1,G
3814,COCHNEWAGON P,1,2011-08-24,CW,0.042,8,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.021,3,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.022,1,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.022,3,2,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.023,5,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.039,7,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,0.19,8,1,G
3814,COCHNEWAGON P,1,2011-09-08,CW,99.999,999.9,1,C
3814,COCHNEWAGON P,1,2011-10-05,CW,0.023,8,1,C
3814,COCHNEWAGON P,1,2011-10-05,CW,0.023,8,1,G
3814,COCHNEWAGON P,1,2011-10-05,CW,0.025,8,2,C
3814,COCHNEWAGON P,1,2011-11-03,CW,0.017,7,1,C
3814,COCHNEWAGON P,1,2011-11-03,CW,0.017,7,2,C
3814,COCHNEWAGON P,1,2012-05-24,CW,0.012,6,1,C
3814,COCHNEWAGON P,1,2012-05-24,CW,0.017,6,2,C
3814,COCHNEWAGON P,1,2012-06-05,CW,0.014,7,1,C
3814,COCHNEWAGON P,1,2012-06-05,CW,0.014,7,2,C
3814,COCHNEWAGON P,1,2012-06-21,CW,0.02,4,1,C
3814,COCHNEWAGON P,1,2012-07-03,CW,0.014,4.5,1,C
3814,COCHNEWAGON P,1,2012-07-03,CW,0.047,8,1,G
3814,COCHNEWAGON P,1,2012-07-16,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2012-07-16,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2012-07-16,CW,0.015,3,1,G
3814,COCHNEWAGON P,1,2012-07-16,CW,0.019,7,1,G
3814,COCHNEWAGON P,1,2012-07-16,CW,0.035,8,1,G
3814,COCHNEWAGON P,1,2012-08-01,CW,0.015,5.5,1,C
3814,COCHNEWAGON P,1,2012-08-15,CW,0.012,1,1,G
3814,COCHNEWAGON P,1,2012-08-15,CW,0.015,5,1,G
3814,COCHNEWAGON P,1,2012-08-15,CW,0.018,3,1,G
3814,COCHNEWAGON P,1,2012-08-15,CW,0.029,7,1,G
3814,COCHNEWAGON P,1,2012-08-15,CW,0.27,8,1,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.015,5,1,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.017,1,1,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.018,5,2,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.02,3,1,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.073,7,1,G
3814,COCHNEWAGON P,1,2012-08-27,CW,0.36,8,1,G
3814,COCHNEWAGON P,1,2012-09-12,CW,0.021,5,1,G
3814,COCHNEWAGON P,1,2012-09-12,CW,0.025,7,1,G
3814,COCHNEWAGON P,1,2012-09-12,CW,0.027,3,1,G
3814,COCHNEWAGON P,1,2012-09-12,CW,0.028,1,1,G
3814,COCHNEWAGON P,1,2012-09-12,CW,0.13,8,1,G
3814,COCHNEWAGON P,1,2012-09-27,CW,0.018,7,1,G
3814,COCHNEWAGON P,1,2012-09-27,CW,0.021,1,1,G
3814,COCHNEWAGON P,1,2012-09-27,CW,0.021,3,1,G
3814,COCHNEWAGON P,1,2012-09-27,CW,0.021,8,1,G
3814,COCHNEWAGON P,1,2012-09-27,CW,0.022,5,1,G
3814,COCHNEWAGON P,1,2012-10-16,CW,0.02,8,1,C
3814,COCHNEWAGON P,1,2012-10-16,CW,0.02,8,2,C
3814,COCHNEWAGON P,1,2013-05-10,CW,0.011,6,1,C
3814,COCHNEWAGON P,1,2013-05-10,CW,0.014,6,2,C
3814,COCHNEWAGON P,1,2013-05-10,CW,0.014,8,1,G
3814,COCHNEWAGON P,1,2013-05-23,CW,0.009,7,1,C
3814,COCHNEWAGON P,1,2013-05-23,CW,0.01,7,2,C
3814,COCHNEWAGON P,1,2013-05-23,CW,0.012,8,1,G
3814,COCHNEWAGON P,1,2013-06-06,CW,0.011,6,1,C
3814,COCHNEWAGON P,1,2013-06-06,CW,0.012,6,2,C
3814,COCHNEWAGON P,1,2013-06-06,CW,0.013,8,1,G
3814,COCHNEWAGON P,1,2013-06-18,CW,0.01,6,2,C
3814,COCHNEWAGON P,1,2013-06-18,CW,0.013,6,1,C
3814,COCHNEWAGON P,1,2013-06-18,CW,0.013,8,1,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.011,3,2,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.011,5,1,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.011,7,1,G
3814,COCHNEWAGON P,1,2013-07-02,CW,0.017,8,1,G
3814,COCHNEWAGON P,1,2013-07-15,CW,0.01,1,1,G
3814,COCHNEWAGON P,1,2013-07-15,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2013-07-15,CW,0.011,7,1,G
3814,COCHNEWAGON P,1,2013-07-15,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2013-07-15,CW,0.015,8,1,G
3814,COCHNEWAGON P,1,2013-07-29,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2013-07-29,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2013-07-29,CW,0.011,5,1,G
3814,COCHNEWAGON P,1,2013-07-29,CW,0.017,7,1,G
3814,COCHNEWAGON P,1,2013-07-29,CW,0.1,8,1,G
3814,COCHNEWAGON P,1,2013-08-14,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2013-08-14,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2013-08-14,CW,0.012,5,1,G
3814,COCHNEWAGON P,1,2013-08-14,CW,0.018,7,1,G
3814,COCHNEWAGON P,1,2013-08-14,CW,0.11,8,1,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.009,1,1,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.012,5,1,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.032,7,1,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.033,7,2,G
3814,COCHNEWAGON P,1,2013-08-28,CW,0.23,8,1,G
3814,COCHNEWAGON P,1,2013-09-11,CW,0.011,7,1,G
3814,COCHNEWAGON P,1,2013-09-11,CW,0.012,3,1,G
3814,COCHNEWAGON P,1,2013-09-11,CW,0.013,1,1,G
3814,COCHNEWAGON P,1,2013-09-11,CW,0.014,5,1,G
3814,COCHNEWAGON P,1,2013-09-11,CW,0.019,8,1,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.016,5,5,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.016,7,1,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.016,8,1,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.017,3,1,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.018,1,1,G
3814,COCHNEWAGON P,1,2013-09-25,CW,0.029,5,1,G
3814,COCHNEWAGON P,1,2013-10-09,CW,0.018,8,1,C
3814,COCHNEWAGON P,1,2013-10-09,CW,0.019,8,2,C
3814,COCHNEWAGON P,1,2013-10-23,CW,0.013,7,2,C
3814,COCHNEWAGON P,1,2013-10-23,CW,0.014,7,1,C
3814,COCHNEWAGON P,1,2014-05-21,CW,0.011,8,1,G
3814,COCHNEWAGON P,1,2014-05-21,CW,0.016,7,2,C
3814,COCHNEWAGON P,1,2014-05-21,CW,0.019,7,1,C
3814,COCHNEWAGON P,1,2014-06-04,CW,0.006,7,2,C
3814,COCHNEWAGON P,1,2014-06-04,CW,0.007,7,1,C
3814,COCHNEWAGON P,1,2014-06-04,CW,0.01,8,1,G
3814,COCHNEWAGON P,1,2014-06-18,CW,0.01,6,2,C
3814,COCHNEWAGON P,1,2014-06-18,CW,0.011,6,1,C
3814,COCHNEWAGON P,1,2014-06-18,CW,0.014,8,1,G
3814,COCHNEWAGON P,1,2014-07-02,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2014-07-02,CW,0.01,5,1,G
3814,COCHNEWAGON P,1,2014-07-02,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2014-07-02,CW,0.011,7,1,G
3814,COCHNEWAGON P,1,2014-07-02,CW,0.012,8,1,G
3814,COCHNEWAGON P,1,2014-07-17,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2014-07-17,CW,0.01,5,1,G
3814,COCHNEWAGON P,1,2014-07-17,CW,0.011,1,1,G
3814,COCHNEWAGON P,1,2014-07-17,CW,0.012,7,1,G
3814,COCHNEWAGON P,1,2014-07-17,CW,0.02,8,1,G
3814,COCHNEWAGON P,1,2014-07-30,CW,0.008,5,1,G
3814,COCHNEWAGON P,1,2014-07-30,CW,0.009,3,1,G
3814,COCHNEWAGON P,1,2014-07-30,CW,0.01,1,1,G
3814,COCHNEWAGON P,1,2014-07-30,CW,0.014,7,1,G
3814,COCHNEWAGON P,1,2014-07-30,CW,0.03,8,1,G
3814,COCHNEWAGON P,1,2014-08-15,CW,0.01,3,1,G
3814,COCHNEWAGON P,1,2014-08-15,CW,0.012,1,1,G
3814,COCHNEWAGON P,1,2014-08-15,CW,0.013,5,1,G
3814,COCHNEWAGON P,1,2014-08-15,CW,0.014,7,1,G
