"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","TP_PPM","REP","LAB","COUNT","QUAL"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,12.50,"G",0.05,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,12.50,"G",0.07,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,2.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,6.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,10.50,"G",0.06,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,12.50,"G",0.20,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,8.50,"G",0.03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,10.50,"G",0.24,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,12.00,"G",0.30,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,10.50,"G",0.23,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,11.50,"G",0.35,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2008-3-12 0:00:00,"EI",2.00,9.00,"C",9.0e-03,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2008-3-12 0:00:00,"EI",2.00,9.00,"C",9.0e-03,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,2.00,1997-5-21 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-5-21 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-5-21 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-5-21 0:00:00,"CW",3.00,6.00,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-6-11 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-6-11 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-6-11 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-6-11 0:00:00,"CW",3.00,6.00,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-7-7 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-7-7 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-7-7 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-7-7 0:00:00,"CW",3.00,6.00,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-8-8 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-8-8 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-8-8 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-8-8 0:00:00,"CW",3.00,6.00,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-9-4 0:00:00,"CW",3.00,0.50,"G",0.03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-9-4 0:00:00,"CW",3.00,2.50,"G",0.03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-9-4 0:00:00,"CW",3.00,4.50,"G",0.03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-9-4 0:00:00,"CW",3.00,5.50,"G",0.04,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-10-7 0:00:00,"CW",3.00,0.50,"G",0.03,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-10-7 0:00:00,"CW",3.00,2.50,"G",0.03,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1997-10-7 0:00:00,"CW",3.00,4.50,"G",0.03,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-5-20 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-5-20 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-5-20 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-5-20 0:00:00,"CW",3.00,6.00,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-6-22 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-6-22 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-6-22 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-6-22 0:00:00,"CW",3.00,6.00,"G",0.05,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-7-22 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-7-22 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-7-22 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",3.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-8-21 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-8-21 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-8-21 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-8-21 0:00:00,"CW",3.00,6.00,"G",0.03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-9-11 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-9-11 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-9-11 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-9-11 0:00:00,"CW",3.00,5.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-10-26 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-10-26 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-10-26 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,1998-10-26 0:00:00,"CW",3.00,5.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-2 0:00:00,"CW",3.00,0.50,"G",9.0e-03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-2 0:00:00,"CW",3.00,2.50,"G",9.0e-03,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-2 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-2 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-16 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-16 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-16 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-5-16 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-6-1 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-6-1 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-6-1 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-6-1 0:00:00,"CW",3.00,6.50,"G",0.04,"1","D",4.00,"PG"
"ANNABESSACOO",9961.00,2.00,2001-6-13 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-6-25 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-7-13 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-7-25 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-8-7 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-8-21 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-8-21 0:00:00,"CW",3.00,5.00,"C",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,2.00,2001-9-5 0:00:00,"CW",3.00,6.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-9-5 0:00:00,"CW",3.00,6.00,"C",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,2.00,2001-9-19 0:00:00,"CW",3.00,5.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-10-1 0:00:00,"CW",3.00,6.00,"C",0.03,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2001-10-16 0:00:00,"CW",3.00,5.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-5-10 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-6-5 0:00:00,"CW",3.00,3.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-7-2 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-8-2 0:00:00,"CW",3.00,4.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-9-5 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,2.00,2007-10-5 0:00:00,"CW",3.00,5.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1975-3-13 0:00:00,"EI",2.00,0.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-3-13 0:00:00,"EI",2.00,5.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-3-13 0:00:00,"EI",2.00,9.00,"G",0.02,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-4-29 0:00:00,"EI",,0.00,"G",0.02,"1","DEP LAB",1.00,"SG"
"ANNABESSACOOK L",9961.00,1.00,1975-6-30 0:00:00,"EI",2.00,0.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-6-30 0:00:00,"EI",2.00,8.00,"G",0.02,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-6-30 0:00:00,"EI",2.00,12.00,"G",0.02,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1975-8-25 0:00:00,"EI",,0.00,"G",0.04,"1","DEP LAB",1.00,"SG"
"ANNABESSACOOK L",9961.00,1.00,1976-3-25 0:00:00,"EI",,,"C",0.01,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-3-25 0:00:00,"EI",1.00,1.00,"G",0.03,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1976-3-25 0:00:00,"EI",1.00,6.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1976-3-25 0:00:00,"EI",1.00,11.00,"G",0.02,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1976-4-21 0:00:00,"CW",,,"C",0.01,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-5-17 0:00:00,"CW",,,"C",0.02,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-6-10 0:00:00,"CW",,,"C",0.02,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-6-24 0:00:00,"CW",,,"C",0.04,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-7-8 0:00:00,"CW",,,"C",0.06,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-7-26 0:00:00,"CW",,,"C",0.08,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-8-5 0:00:00,"CW",,,"C",0.08,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-8-19 0:00:00,"CW",,,"C",0.09,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-9-3 0:00:00,"CW",,,"C",0.11,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-9-17 0:00:00,"CW",,,"C",0.04,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-10-1 0:00:00,"CW",,,"C",0.03,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1976-10-18 0:00:00,"CW",,,"C",0.04,"1","DEP LAB",1.00,"EC"
"ANNABESSACOOK L",9961.00,1.00,1977-1-3 0:00:00,,,3.00,"G",0.01,"1","DEP LAB",4.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-1-3 0:00:00,,,7.00,"G",0.01,"1","DEP LAB",4.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-1-3 0:00:00,,,10.00,"G",0.02,"1","DEP LAB",4.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-1-3 0:00:00,,,12.00,"G",0.04,"1","DEP LAB",4.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-5 0:00:00,,,1.00,"G",0.02,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-5 0:00:00,,,9.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-5 0:00:00,,,11.00,"G",0.01,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-26 0:00:00,,,1.00,"G",0.01,"1","DEP LAB",5.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-26 0:00:00,,,4.00,"G",0.01,"1","DEP LAB",5.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-26 0:00:00,,,6.00,"G",0.02,"1","DEP LAB",5.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-26 0:00:00,,,9.00,"G",0.02,"1","DEP LAB",5.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-5-26 0:00:00,,,13.00,"G",0.03,"1","DEP LAB",5.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,1.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,4.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,7.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,9.00,"G",0.04,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,12.00,"G",0.14,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-10 0:00:00,,,13.00,"G",0.21,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,1.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,4.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,7.00,"G",0.01,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,9.00,"G",0.05,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,11.00,"G",0.17,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-6-23 0:00:00,,,13.00,"G",0.43,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,1.00,"G",0.03,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,5.00,"G",0.01,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,7.00,"G",0.03,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,9.00,"G",0.12,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,11.00,"G",0.27,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-11 0:00:00,,,13.00,"G",0.44,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,1.00,"G",0.03,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,5.00,"G",0.01,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,7.00,"G",0.04,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,10.00,"G",0.21,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,12.00,"G",0.48,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-7-21 0:00:00,,,13.00,"G",0.50,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,1.00,"G",0.04,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,5.00,"G",0.02,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,7.00,"G",0.05,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,9.00,"G",0.25,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,11.00,"G",0.41,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-2 0:00:00,"EI",2.00,13.00,"G",0.48,"1","DEP LAB",6.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,1.00,"G",0.03,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,3.00,"G",0.02,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,5.00,"G",0.02,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,7.00,"G",0.06,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,9.00,"G",0.24,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,11.00,"G",0.44,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-9 0:00:00,,,13.00,"G",0.55,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,1.00,"G",0.03,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,3.00,"G",0.04,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,5.00,"G",0.03,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,6.00,"G",0.03,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,7.00,"G",0.06,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,9.00,"G",0.27,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-16 0:00:00,,,11.00,"G",0.54,"1","DEP LAB",7.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,0.00,"G",0.03,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,1.00,"G",0.03,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,2.00,"G",0.03,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,3.00,"G",0.03,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,4.00,"G",0.04,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,5.00,"G",0.03,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,7.00,"G",0.02,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,9.00,"G",0.35,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,11.00,"G",0.55,"1","DEP LAB",9.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-24 0:00:00,,,11.00,"G",0.65,"2","DEP LAB",1.00,"R"
"ANNABESSACOOK L",9961.00,1.00,1977-8-31 0:00:00,,,1.00,"G",0.05,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-31 0:00:00,,,3.00,"G",0.03,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-8-31 0:00:00,,,4.00,"G",0.03,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-9-2 0:00:00,,,3.00,"G",0.07,"1","DEP LAB",3.00,"PG"
"ANNABESSACOOK L",9961.00,1.00,1977-9-2 0:00:00,,,7.00,"G",0.06,"1","DEP LAB",3.00,"PG"
